column_index,column_name,column_role,feature_block,dtype,unit,description,source,missing_value_encoding,missing_count,missing_fraction,selected_final_D_tabular,selected_final_D_xgboost,selected_final_P_lightgbm
2983,mc3__xtb_mc3_xtb_quad_eig2_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig2_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2984,mc3__xtb_mc3_xtb_quad_eig3_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig3_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2985,mc3__xtb_mc3_xtb_quad_eig3_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig3_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2986,mc3__xtb_mc3_xtb_quad_eig3_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig3_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2987,mc3__xtb_mc3_xtb_quad_eig3_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig3_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2988,mc3__xtb_mc3_xtb_quad_eig3_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig3_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2989,mc3__xtb_mc3_xtb_quad_eig3_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_eig3_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2990,mc3__xtb_mc3_xtb_quad_frobenius_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_frobenius_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2991,mc3__xtb_mc3_xtb_quad_frobenius_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_frobenius_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2992,mc3__xtb_mc3_xtb_quad_frobenius_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_frobenius_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2993,mc3__xtb_mc3_xtb_quad_frobenius_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_frobenius_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2994,mc3__xtb_mc3_xtb_quad_frobenius_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_frobenius_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2995,mc3__xtb_mc3_xtb_quad_frobenius_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_quad_frobenius_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2996,mc3__xtb_mc3_xtb_signed_charge_second_moment_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_signed_charge_second_moment_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2997,mc3__xtb_mc3_xtb_signed_charge_second_moment_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_signed_charge_second_moment_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2998,mc3__xtb_mc3_xtb_signed_charge_second_moment_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_signed_charge_second_moment_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
2999,mc3__xtb_mc3_xtb_signed_charge_second_moment_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_signed_charge_second_moment_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
3000,mc3__xtb_mc3_xtb_signed_charge_second_moment_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_signed_charge_second_moment_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
3001,mc3__xtb_mc3_xtb_signed_charge_second_moment_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_signed_charge_second_moment_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
3002,mc3__xtb_mc3_xtb_total_energy_eh_mean,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_total_energy_eh_mean,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
3003,mc3__xtb_mc3_xtb_total_energy_eh_std,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_total_energy_eh_std,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
3004,mc3__xtb_mc3_xtb_total_energy_eh_min,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_total_energy_eh_min,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
3005,mc3__xtb_mc3_xtb_total_energy_eh_max,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_total_energy_eh_max,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
3006,mc3__xtb_mc3_xtb_total_energy_eh_range,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_total_energy_eh_range,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,False
3007,mc3__xtb_mc3_xtb_total_energy_eh_lowe,feature,gfn2_xtb_three_conformer_summary,float32,descriptor_specific_or_dimensionless,gfn2_xtb_three_conformer_summary feature: xtb_mc3_xtb_total_energy_eh_lowe,Local three-conformer GFN2-xTB batch calculation,empty field in CSV,0,0,True,True,True
3008,derived__mu_per_heavy,feature,size_normalized_derived,float32,debye_per_heavy_atom,size_normalized_derived feature: mu_per_heavy,Derived from single-conformer xTB and molecular size,empty field in CSV,0,0,True,True,False
3009,derived__mu_per_mw,feature,size_normalized_derived,float32,debye_per_dalton,size_normalized_derived feature: mu_per_mw,Derived from single-conformer xTB and molecular size,empty field in CSV,0,0,True,True,False
3010,derived__mu_minus_qmu_abs,feature,size_normalized_derived,float32,debye,size_normalized_derived feature: mu_minus_qmu_abs,Derived from single-conformer xTB and molecular size,empty field in CSV,0,0,True,True,False
3011,derived__qmu_over_mu,feature,size_normalized_derived,float32,dimensionless,size_normalized_derived feature: qmu_over_mu,Derived from single-conformer xTB and molecular size,empty field in CSV,0,0,True,True,False
3012,derived__alpha_per_heavy,feature,size_normalized_derived,float32,atomic_unit_per_heavy_atom,size_normalized_derived feature: alpha_per_heavy,Derived from single-conformer xTB and molecular size,empty field in CSV,0,0,False,False,False
3013,derived__alpha_per_mw,feature,size_normalized_derived,float32,atomic_unit_per_dalton,size_normalized_derived feature: alpha_per_mw,Derived from single-conformer xTB and molecular size,empty field in CSV,0,0,False,False,True
3014,derived__c6_per_heavy,feature,size_normalized_derived,float32,atomic_unit_per_heavy_atom,size_normalized_derived feature: c6_per_heavy,Derived from single-conformer xTB and molecular size,empty field in CSV,0,0,False,False,True
3015,derived__c8_over_c6,feature,size_normalized_derived,float32,dimensionless,size_normalized_derived feature: c8_over_c6,Derived from single-conformer xTB and molecular size,empty field in CSV,0,0,False,False,False
3016,atom3d__charge_abs_rg_mean,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_rg_mean,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,True,False,False
3017,atom3d__charge_abs_rg_std,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_rg_std,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3018,atom3d__charge_abs_rg_min,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_rg_min,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,True,False,False
3019,atom3d__charge_abs_rg_max,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_rg_max,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,True,False,False
3020,atom3d__charge_abs_rg_range,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_rg_range,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3021,atom3d__charge_abs_rg_lowe,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_rg_lowe,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,True,False,False
3022,atom3d__charge_abs_rg_boltz,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_rg_boltz,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,True,False,False
3023,atom3d__charge_abs_sum_mean,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_sum_mean,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3024,atom3d__charge_abs_sum_std,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_sum_std,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3025,atom3d__charge_abs_sum_min,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_sum_min,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3026,atom3d__charge_abs_sum_max,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_sum_max,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3027,atom3d__charge_abs_sum_range,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_sum_range,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3028,atom3d__charge_abs_sum_lowe,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_sum_lowe,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3029,atom3d__charge_abs_sum_boltz,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_abs_sum_boltz,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3030,atom3d__charge_cov_anisotropy_mean,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_anisotropy_mean,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3031,atom3d__charge_cov_anisotropy_std,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_anisotropy_std,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3032,atom3d__charge_cov_anisotropy_min,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_anisotropy_min,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3033,atom3d__charge_cov_anisotropy_max,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_anisotropy_max,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3034,atom3d__charge_cov_anisotropy_range,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_anisotropy_range,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3035,atom3d__charge_cov_anisotropy_lowe,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_anisotropy_lowe,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3036,atom3d__charge_cov_anisotropy_boltz,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_anisotropy_boltz,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3037,atom3d__charge_cov_eig1_mean,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig1_mean,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,True,False,False
3038,atom3d__charge_cov_eig1_std,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig1_std,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3039,atom3d__charge_cov_eig1_min,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig1_min,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,True,False,False
3040,atom3d__charge_cov_eig1_max,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig1_max,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3041,atom3d__charge_cov_eig1_range,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig1_range,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3042,atom3d__charge_cov_eig1_lowe,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig1_lowe,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3043,atom3d__charge_cov_eig1_boltz,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig1_boltz,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,True,False,False
3044,atom3d__charge_cov_eig2_mean,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig2_mean,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,True,False,False
3045,atom3d__charge_cov_eig2_std,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig2_std,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3046,atom3d__charge_cov_eig2_min,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig2_min,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3047,atom3d__charge_cov_eig2_max,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig2_max,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3048,atom3d__charge_cov_eig2_range,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig2_range,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3049,atom3d__charge_cov_eig2_lowe,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig2_lowe,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3050,atom3d__charge_cov_eig2_boltz,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig2_boltz,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3051,atom3d__charge_cov_eig3_mean,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig3_mean,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
3052,atom3d__charge_cov_eig3_std,feature,atom_resolved_3d_derived,float32,descriptor_specific_or_dimensionless,atom_resolved_3d_derived feature: charge_cov_eig3_std,Local atom-resolved three-conformer xTB/geometry aggregation,empty field in CSV,0,0,False,False,False
